git_status,path,recommended_group,recommended_action,reason
??,data/derived/ngc7331_outer_warp_vertical_caveat_fields.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/ngc7331_outer_warp_vertical_caveat_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/ngc7331_outer_warp_vertical_caveat_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/paper8_external_source_cache_inventory.csv,stage_commit_scope_audits,stage,records external cache policy boundary without staging cache itself
??,data/derived/paper8_external_source_cache_inventory_summary.csv,stage_commit_scope_audits,stage,records external cache policy boundary without staging cache itself
??,data/derived/paper8_reproduction_changeset_inventory.csv,stage_commit_scope_audits,stage,records dirty-tree reproduction package inventory
??,data/derived/paper8_reproduction_changeset_inventory_summary.csv,stage_commit_scope_audits,stage,records dirty-tree reproduction package inventory
??,data/derived/projection_scale_repair_audit.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/projection_scale_repair_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_accepted_manifest_audit.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_accepted_manifest_audit_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_external_source_acquisition_matrix.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_external_source_acquisition_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_external_source_cache_manifest.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_external_source_cache_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_external_source_hits.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_extracted_observables.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_extracted_observables_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_extraction_acceptance_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_missing_source_worklist.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_missing_source_worklist_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_ngc4088_case.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_observable_fields.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_observable_intake_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_observable_intake_manifest.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_registry.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_selection_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_source_citation_ledger.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_source_citation_ledger_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_source_evidence_by_galaxy.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_source_evidence_matrix.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/readout_subfamily_source_evidence_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_closure_source_generalization_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_closure_source_generalization_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_conditional_promotion_requirement_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_conditional_promotion_requirements.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_direct_kernel_measurement_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_direct_kernel_measurements.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_direct_source_native_acquisition_family_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_direct_source_native_acquisition_manifest.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_direct_source_native_acquisition_source_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_direct_source_native_observable_targets.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_failure_mode_breakdown.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_failure_mode_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_filled_kernel_delta_driver_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_filled_kernel_delta_drivers.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_filled_kernel_endpoint_by_family.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_filled_kernel_endpoint_scores.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_filled_kernel_endpoint_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_filled_vs_proxy_delta.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_filled_vs_proxy_delta_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_holdout_repair_review_field_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_holdout_repair_review_galaxy_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_holdout_repair_review_packet.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_kernel_observable_fill.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_kernel_observable_fill_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_kernel_ready_endpoint_subset_status.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_kernel_ready_promotion_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_kernel_ready_promotion_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_literature_kernel_source_hit_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_literature_kernel_source_hits.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc2683_closure_source_sensitivity.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc2683_closure_source_sensitivity_points.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc2683_flare_closure_source_prototype_points.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc2683_flare_closure_source_prototype_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc2683_flare_profile_mapping_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc2683_flare_profile_mapping_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc2683_hr_profile_kernel_prototype_points.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc2683_hr_profile_kernel_prototype_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc2683_profile_aware_kernel_preflight_points.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc2683_profile_aware_kernel_preflight_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_asymptotic_carrier_candidate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_asymptotic_carrier_dominance_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_asymptotic_carrier_dominance_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_bi_coefficient_freeze_rule_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_bi_coefficient_freeze_rule_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_bi_coefficient_obligations.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_bi_coefficient_rule_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_bi_coefficient_rule_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_bi_feature_normalization.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_bi_frozen_coefficients.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_bi_sharp_coefficient_bound_rule_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_bi_sharp_coefficient_bound_rule_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_bi_sharp_coefficients.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_channel_map_digitization_protocol.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_channel_map_digitization_response_schema.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_channel_map_digitization_response_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_channel_map_digitization_response_template.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_channel_map_digitization_response_validation.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_channel_map_digitization_worksheet.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_channel_map_digitization_worksheet_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_closure_functional_requirement.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_closure_functional_requirement_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_closure_functional_requirement_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_cross_term_ledger.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_cross_term_model.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_cross_term_suppression_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_cross_term_suppression_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_digitization_target_manifest.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_digitization_target_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_endpoint_fit_diagnostic_points.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_endpoint_fit_diagnostic_scores.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_endpoint_fit_diagnostic_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_epsilon_cross_bound_expression.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_epsilon_cross_bound_expression_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_epsilon_cross_bound_protocol.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_epsilon_cross_bound_terms.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_epsilon_cross_input_review_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_epsilon_cross_input_review_obligations.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_epsilon_cross_input_review_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_epsilon_cross_locality_bound_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_epsilon_cross_locality_bound_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_epsilon_cross_locality_bound_terms.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_epsilon_cross_readout_sensitivity_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_epsilon_cross_readout_sensitivity_scenarios.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_epsilon_cross_readout_sensitivity_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_epsilon_cross_source_bound_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_epsilon_cross_source_bound_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_epsilon_cross_source_observables.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_filled_warp_closure_mapping.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_filled_warp_closure_profile.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_filled_warp_closure_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_first_pass_source_response_fill_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_first_pass_source_response_fill_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_h4_interaction_context_evidence.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_h4_interaction_context_review.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_h4_interaction_context_review_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_h4_interaction_context_review_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_kernel_to_velocity_normalization_constants.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_kernel_to_velocity_normalization_profile.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_kernel_to_velocity_normalization_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_memory_history_first_pass_components.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_memory_history_first_pass_response.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_memory_history_proxy_components.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_memory_history_proxy_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_memory_history_proxy_protocol.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_memory_history_proxy_response_template.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_memory_history_proxy_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_minimal_euler_ansatz.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_minimal_euler_ansatz_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_minimal_euler_ansatz_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_multiplicative_coupling_assumptions.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_multiplicative_coupling_separability_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_multiplicative_coupling_separability_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_multiplicative_coupling_theorem.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_physical_normalization_formula.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_physical_normalization_law_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_physical_normalization_law_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_qwarp_first_pass_response.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_qwarp_measurement_fields.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_qwarp_measurement_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_qwarp_measurement_protocol.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_qwarp_measurement_response_template.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_qwarp_measurement_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_readout_preflight_profile.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_readout_preflight_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_readout_promotion_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_readout_promotion_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_scale_uniqueness_audit.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_scale_uniqueness_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_source_response_independent_review.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_source_response_independent_review_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_source_response_independent_review_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_target_functional_origin_factors.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_target_functional_origin_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_target_functional_origin_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_tau_side_scale_derivation_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_tau_side_scale_derivation_skeleton.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_tau_side_scale_derivation_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_tau_side_scale_selection_criteria.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_tau_side_scale_selection_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_tau_side_scale_selection_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_warp_asymmetry_extraction_gate.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_warp_asymmetry_extraction_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_warp_closure_basis_grid.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_warp_closure_mapping_rule.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_warp_closure_mapping_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_warp_onset_extraction_protocol.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_warp_onset_status.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_warp_onset_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_warp_prekernel_observable_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_warp_prekernel_observables.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_xw_conversion_audit.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_ngc4088_xw_conversion_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_promoted_kernel_endpoint_by_family.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_promoted_kernel_endpoint_scores.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_promoted_kernel_endpoint_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_promoted_kernel_observable_fill.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_promoted_kernel_observable_fill_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_promoted_vs_filled_delta_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_promoted_vs_proxy_delta.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_promotion_theorem_assumptions.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_promotion_theorem_skeletons.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_promotion_theorem_waiting_rows.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_remaining_kernel_acquisition_ledger.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_remaining_kernel_acquisition_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_repair_priority_queue.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_repair_priority_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_scale_source_subset_endpoint_by_family.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_scale_source_subset_endpoint_scores.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_scale_source_subset_endpoint_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_scale_source_subset_lane_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_scale_source_subset_repair_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_source_native_availability_audit.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_source_native_availability_source_coverage.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_source_native_availability_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_source_rich_lane_action_plan.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_source_rich_lane_context_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_source_rich_lane_source_action_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_tail_rhi_promotion_attempt.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
??,data/derived/s4g75_tail_rhi_promotion_attempt_summary.csv,stage_derived_repro_artifacts,stage,tracked-style reproducibility outputs and reports
