galaxy,split,score_layer,score_role,rmse_prediction,rmse_wrong_family_mean,rmse_tpg_v6,rmse_mond,minus_wrong_mean,minus_tpg_v6,minus_mond,beats_wrong_mean,beats_tpg_v6,beats_mond,claim_boundary,formula_family,inclusion_lane,allowed_use,strict_ready,caution_ready,acquisition_required,minimal_acquisition_need
F583-1,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,11.46266509114182,,13.297286773674031,10.320140273858495,,-1.834621682532214,1.1425248172833236,,True,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution
F583-4,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,5.815469055766268,,2.089348476842753,5.381087823103697,,3.7261205789235152,0.4343812326625711,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_projection_geometry_source_review;needs_source_memory_flag_resolution
KK98-251,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,8.385544768807,,8.181219377823203,10.870651981388162,,0.2043253909837972,-2.485107212581162,,False,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC0055,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,11.769451247698184,,13.646013162608714,17.518196226309797,,-1.87656191491053,-5.748744978611613,,True,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC0100,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,7.494629683050053,,7.537919334963079,6.061732881040405,,-0.0432896519130263,1.4328968020096475,,True,False,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC0247,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,4.64909318483923,,3.866312004062215,5.475417572666649,,0.7827811807770146,-0.8263243878274196,,False,True,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC0289,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,17.834294426002447,,13.44827134683854,23.595309185371484,,4.386023079163907,-5.761014759369036,,False,True,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC0300,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,8.81638797940889,,9.83189803567648,5.607034629923943,,-1.0155100562675887,3.209353349484948,,True,False,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,False,True,False,needs_residual_blind_memory_history_source
NGC0801,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,44.38049888230244,,31.348134413644825,35.306528941160416,,13.032364468657615,9.073969941142025,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC0891,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,42.28040805661176,,29.637636010909365,32.67571266789567,,12.642772045702396,9.604695388716095,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC1003,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,9.51828401381957,,11.228797331872782,8.233924992844548,,-1.710513318053211,1.2843590209750229,,True,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
NGC1090,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,20.91670306413508,,15.259685358845738,18.76400943928791,,5.657017705289343,2.152693624847167,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_projection_geometry_source_review;needs_residual_blind_memory_history_source
NGC1705,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,19.877826451984383,,20.59864390810048,16.95201559286103,,-0.720817456116098,2.9258108591233523,,True,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
NGC2366,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,8.864948560025395,,8.175530891777854,11.387781875806942,,0.6894176682475415,-2.522833315781547,,False,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC2403,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,8.914510342229564,,9.860995949284607,6.239762201686606,,-0.9464856070550436,2.674748140542958,,True,False,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,False,True,False,needs_residual_blind_memory_history_source
NGC2841,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,50.04174968259518,,59.09007494417434,53.02346081870857,,-9.04832526157916,-2.9817111361133897,,True,True,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
NGC2903,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,24.99168285585633,,24.362146162225375,24.96300377208502,,0.6295366936309534,0.0286790837713084,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_projection_geometry_source_review;needs_residual_blind_memory_history_source
NGC2915,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,23.95358396934096,,26.00786566771677,20.629433034344657,,-2.05428169837581,3.324150934996307,,True,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
NGC2955,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,39.56646540547975,,19.782113998497127,23.273161362253415,,19.78435140698262,16.293304043226332,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,False,True,False,needs_residual_blind_memory_history_source
NGC2976,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,5.495485683854795,,5.11693008193194,5.678104979086942,,0.3785556019228551,-0.1826192952321461,,False,True,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source
NGC2998,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,31.511275742001533,,27.11504519134483,27.07347466768693,,4.396230550656703,4.437801074314603,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_projection_geometry_source_review;needs_source_memory_flag_resolution
NGC3109,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,9.010520035271254,,9.323880057063088,5.041785679362137,,-0.3133600217918335,3.968734355909117,,True,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
NGC3198,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,8.587023190620014,,7.704000492040528,11.179050056995646,,0.8830226985794862,-2.5920268663756314,,False,True,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_projection_geometry_source_review;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
NGC3521,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,7.690747497527325,,7.110920589361769,6.814883835390855,,0.5798269081655558,0.8758636621364699,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC3741,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,7.732710339561594,,7.821498388140469,2.7212527031991094,,-0.0887880485788752,5.0114576363624845,,True,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
NGC3769,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,10.117468743957454,,11.2553126000523,15.980528592616563,,-1.137843856094845,-5.863059848659109,,True,True,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC3877,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,24.11557792026244,,22.419419150236873,23.91875443404216,,1.6961587700255656,0.1968234862202784,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC3893,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,7.114050257620094,,7.421761571780209,6.883534927974165,,-0.3077113141601151,0.2305153296459288,,True,False,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source
NGC3917,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,6.344842750529667,,6.899654025227952,6.637702160319162,,-0.5548112746982854,-0.2928594097894956,,True,True,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC3953,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,12.95910383637102,,10.449994650865388,10.343662263567392,,2.5091091855056327,2.615441572803629,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source
NGC3992,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,17.761796679129066,,21.62991458359259,18.53931925672739,,-3.868117904463524,-0.7775225775983223,,True,True,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source
NGC4010,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,10.046629248700611,,10.799199499954586,11.798351296716527,,-0.7525702512539727,-1.7517220480159157,,True,True,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
NGC4051,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,28.466324311962765,,23.162699244292835,25.364933901873997,,5.30362506766993,3.1013904100887686,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source
NGC4068,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,8.506298864847523,,9.789559083112076,11.389697947293712,,-1.2832602182645534,-2.8833990824461893,,True,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC4085,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,23.92452411295656,,21.45520895763762,23.247876990413115,,2.469315155318938,0.676647122543443,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC4100,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,9.80083063661245,,10.799906207475212,9.873831807311648,,-0.9990755708627628,-0.0730011706991984,,True,True,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC4138,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,12.918201669881585,,9.51519890085038,10.185247994852606,,3.403002769031202,2.732953675028977,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,False,True,False,needs_residual_blind_memory_history_source
NGC4157,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,25.738137886280168,,20.2163892812284,23.480615178680974,,5.521748605051766,2.2575227075991933,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC4217,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,58.098578778094506,,52.35219166022327,55.35556407681141,,5.746387117871237,2.7430147012830943,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC4559,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,19.459496772054983,,15.385306161864646,18.985298676354127,,4.074190610190337,0.4741980957008564,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution
NGC5005,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,12.889270640147767,,12.48174663132076,13.97796581666026,,0.4075240088270089,-1.088695176512493,,False,True,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,False,True,False,needs_residual_blind_memory_history_source
NGC5033,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,14.258779297036629,,15.138788047327507,15.295974840608451,,-0.880008750290882,-1.0371955435718263,,True,True,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution
NGC5055,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,35.739545327270385,,23.304882018533657,29.486670612228213,,12.434663308736727,6.2528747150421715,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_projection_geometry_source_review;needs_residual_blind_memory_history_source
NGC5371,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,50.67300302653316,,41.66572118681593,44.87169677347413,,9.00728183971723,5.801306253059032,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_thick_flared,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_projection_geometry_source_review;needs_residual_blind_memory_history_source
NGC5585,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,8.709508700759846,,7.910184029247681,8.365260361585127,,0.7993246715121654,0.3442483391747188,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution
NGC6015,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,12.170669800782326,,13.450865436024902,10.82252972156713,,-1.2801956352425758,1.3481400792151952,,True,False,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source
NGC6195,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,58.37668738039998,,31.92603912642373,36.238986538686945,,26.450648253976247,22.13770084171303,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,False,True,False,needs_residual_blind_memory_history_source
NGC6503,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,5.646034852789173,,7.537023161651215,4.239120184630891,,-1.8909883088620416,1.406914668158282,,True,False,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
NGC6674,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,23.632570738362528,,30.84415865400613,25.37693909362036,,-7.211587915643602,-1.74436835525783,,True,True,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,False,True,False,needs_source_memory_flag_resolution
NGC7793,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,7.098143247560454,,5.722342289485416,6.0568332273601175,,1.375800958075038,1.0413100202003367,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,False,True,False,needs_residual_blind_memory_history_source
NGC7814,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,11.001095766552163,,22.076573970785304,20.006224427465735,,-11.07547820423314,-9.005128660913572,,True,True,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
PGC51017,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,18.705583407969396,,18.392706990319713,21.58619332313812,,0.312876417649683,-2.880609915168723,,False,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC00128,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,11.579389103257112,,13.983592876820651,11.714529979315056,,-2.4042037735635393,-0.1351408760579442,,True,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC00191,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,8.27784498258083,,7.100447637659804,7.303541150664803,,1.177397344921025,0.9743038319160268,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution
UGC00634,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,8.910429586829988,,8.17927394861286,2.390542422509193,,0.7311556382171283,6.519887164320795,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_manifest_confidence_review;needs_projection_or_inclination_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
UGC01230,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,15.4449459834607,,15.668391396233122,19.787452508603863,,-0.2234454127724223,-4.342506525143163,,True,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_projection_or_inclination_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
UGC01281,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,2.5095232712569464,,2.873653918392883,2.590778492828074,,-0.3641306471359367,-0.0812552215711277,,True,True,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC02455,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,48.71375249112594,,40.12562667208877,41.15186377794972,,8.588125819037167,7.561888713176216,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source
UGC02487,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,43.8138842267308,,67.62411171265585,60.82824936276332,,-23.810227485925047,-17.014365136032524,,True,True,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_projection_or_inclination_audit;needs_source_memory_flag_resolution
UGC02885,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,24.372692194377667,,18.30388329245319,15.131131571665344,,6.068808901924477,9.241560622712324,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,False,True,False,needs_source_memory_flag_resolution
UGC02916,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,43.134943141899605,,27.319935272727097,30.310716706055015,,15.815007869172508,12.82422643584459,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,False,True,False,needs_residual_blind_memory_history_source
UGC02953,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,21.665903081872337,,32.750190465366245,28.930833464990883,,-11.084287383493908,-7.264930383118546,,True,True,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution
UGC03205,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,17.132604353967185,,23.038239432266117,20.01236999671605,,-5.905635078298932,-2.8797656427488647,,True,True,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_memory_history_proxy,False,True,False,needs_source_memory_flag_resolution
UGC03546,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,41.502408001199,,31.144679427119858,32.99335102825052,,10.357728574079148,8.509056972948478,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source
UGC04278,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,9.359920990236905,,10.395694298729476,7.617050061219652,,-1.0357733084925729,1.7428709290172524,,True,False,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC04325,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,11.675483433384898,,17.920667735433767,16.430046998854888,,-6.2451843020488695,-4.75456356546999,,True,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution
UGC04483,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,3.1420141340856533,,3.798705980303068,5.284251656234046,,-0.6566918462174147,-2.1422375221483927,,True,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC05005,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,10.578269396847965,,8.667266606701743,15.3370678339474,,1.911002790146222,-4.7587984370994345,,False,True,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_residual_blind_memory_history_source;needs_vertical_velocity_field_or_warp_flare_source
UGC05253,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,23.50530138669555,,15.05917273003151,15.801028556046024,,8.44612865666404,7.704272830649526,,False,False,inclusion_lane_endpoint_analysis_not_validation,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,False,True,False,needs_distance_quality_or_scale_audit;needs_projection_or_inclination_audit;needs_residual_blind_memory_history_source
UGC05721,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,17.712708634277515,,18.899011901061648,16.681620310362256,,-1.1863032667841331,1.0310883239152595,,True,False,inclusion_lane_endpoint_analysis_not_validation,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_distance_quality_or_scale_audit;needs_source_memory_flag_resolution;needs_vertical_velocity_field_or_warp_flare_source
UGC05750,train,tau_side_evidence_measure_l2,source_normalized_l2_vs_baselines,10.41724009099316,,9.302313712413987,15.43158945781573,,1.114926378579172,-5.01434936682257,,False,True,inclusion_lane_endpoint_analysis_not_validation,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,False,False,True,needs_vertical_velocity_field_or_warp_flare_source
