galaxy,split,formula_family,inclusion_lane,allowed_use,projection_status,projection_reason,repair_status,repair_reason,has_s4g_scale_source,has_hi_source,has_velocity_field_source,manifest_confidence,manifest_caveat,inclination_deg,distance_frac_error,endpoint_scores_computed,uses_vobs_or_residual,claim_boundary
F571-8,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error;vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",False,True,False,0.75,large_distance_error;vertical_geometry_proxy_only,85.0,0.200750469043,False,False,projection_scale_repair_audit_not_endpoint
NGC0289,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error;vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",True,True,False,0.75,large_distance_error;vertical_geometry_proxy_only,46.0,0.25,False,False,projection_scale_repair_audit_not_endpoint
NGC0801,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",False,True,False,0.9,vertical_geometry_proxy_only,80.0,0.1,False,False,projection_scale_repair_audit_not_endpoint
NGC3198,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",True,True,False,0.9,vertical_geometry_proxy_only,73.0,0.101449275362,False,False,projection_scale_repair_audit_not_endpoint
NGC3521,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error;vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",True,True,False,0.75,large_distance_error;vertical_geometry_proxy_only,75.0,0.298701298701,False,False,projection_scale_repair_audit_not_endpoint
NGC3769,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",True,True,False,0.9,vertical_geometry_proxy_only,70.0,0.138888888889,False,False,projection_scale_repair_audit_not_endpoint
NGC3877,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",True,True,False,0.9,vertical_geometry_proxy_only,76.0,0.138888888889,False,False,projection_scale_repair_audit_not_endpoint
NGC4085,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",True,True,False,0.7000000000000001,few_rotation_points;vertical_geometry_proxy_only,82.0,0.138888888889,False,False,projection_scale_repair_audit_not_endpoint
NGC4100,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",True,True,False,0.9,vertical_geometry_proxy_only,73.0,0.138888888889,False,False,projection_scale_repair_audit_not_endpoint
NGC4157,train,K_thick_flared,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,vertical_geometry_proxy_only,NEEDS_VERTICAL_GEOMETRY_SOURCE,"requires vertical thickness, flare, warp, or velocity-field source evidence",True,True,False,0.9,vertical_geometry_proxy_only,82.0,0.138888888889,False,False,projection_scale_repair_audit_not_endpoint
D564-8,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,False,False,0.8,few_rotation_points,63.0,0.031854379977,False,False,projection_scale_repair_audit_not_endpoint
D631-7,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,False,False,1.0,none,59.0,0.023316062176,False,False,projection_scale_repair_audit_not_endpoint
DDO154,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,64.0,0.049504950495,False,False,projection_scale_repair_audit_not_endpoint
DDO168,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,63.0,0.049411764706,False,False,projection_scale_repair_audit_not_endpoint
F563-V1,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,0.8,few_rotation_points,60.0,0.2,False,False,projection_scale_repair_audit_not_endpoint
NGC0055,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,True,True,False,1.0,none,77.0,0.052132701422,False,False,projection_scale_repair_audit_not_endpoint
NGC0247,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,True,True,False,1.0,none,74.0,0.051351351351,False,False,projection_scale_repair_audit_not_endpoint
NGC0891,train,K_compact_finite,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,90.0,0.050454086781,False,False,projection_scale_repair_audit_not_endpoint
NGC1705,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,True,True,False,1.0,none,80.0,0.050610820244,False,False,projection_scale_repair_audit_not_endpoint
NGC2366,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,68.0,0.048929663609,False,False,projection_scale_repair_audit_not_endpoint
NGC2841,train,K_compact_finite,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,True,True,False,1.0,none,76.0,0.099290780142,False,False,projection_scale_repair_audit_not_endpoint
NGC2915,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,56.0,0.049261083744,False,False,projection_scale_repair_audit_not_endpoint
NGC3109,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,70.0,0.052631578947,False,False,projection_scale_repair_audit_not_endpoint
NGC3741,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,70.0,0.052959501558,False,False,projection_scale_repair_audit_not_endpoint
NGC3917,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,True,True,False,1.0,none,79.0,0.138888888889,False,False,projection_scale_repair_audit_not_endpoint
NGC4010,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,True,True,False,1.0,none,89.0,0.138888888889,False,False,projection_scale_repair_audit_not_endpoint
NGC4068,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,True,True,False,0.8,few_rotation_points,44.0,0.050343249428,False,False,projection_scale_repair_audit_not_endpoint
NGC4217,train,K_compact_finite,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,True,True,False,1.0,none,86.0,0.138888888889,False,False,projection_scale_repair_audit_not_endpoint
NGC6503,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,True,True,False,1.0,none,74.0,0.049520766773,False,False,projection_scale_repair_audit_not_endpoint
NGC7814,train,K_compact_finite,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,90.0,0.045833333333,False,False,projection_scale_repair_audit_not_endpoint
PGC51017,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,0.8,few_rotation_points,66.0,0.102941176471,False,False,projection_scale_repair_audit_not_endpoint
UGC00128,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,57.0,0.150387596899,False,False,projection_scale_repair_audit_not_endpoint
UGC01281,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,90.0,0.045540796964,False,False,projection_scale_repair_audit_not_endpoint
UGC04483,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,True,True,False,1.0,none,58.0,0.092814371257,False,False,projection_scale_repair_audit_not_endpoint
UGC05005,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,41.0,0.199255121043,False,False,projection_scale_repair_audit_not_endpoint
UGC05750,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,64.0,0.199318568995,False,False,projection_scale_repair_audit_not_endpoint
UGC06399,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,True,True,False,1.0,none,75.0,0.138888888889,False,False,projection_scale_repair_audit_not_endpoint
UGC06667,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,True,True,False,1.0,none,89.0,0.138888888889,False,False,projection_scale_repair_audit_not_endpoint
UGC06973,train,K_compact_finite,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,71.0,0.138888888889,False,False,projection_scale_repair_audit_not_endpoint
UGC07089,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,True,True,False,1.0,none,80.0,0.138888888889,False,False,projection_scale_repair_audit_not_endpoint
UGC07524,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,46.0,0.050632911392,False,False,projection_scale_repair_audit_not_endpoint
UGC07559,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,True,True,False,0.8,few_rotation_points,61.0,0.050301810865,False,False,projection_scale_repair_audit_not_endpoint
UGC07866,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,0.8,few_rotation_points,44.0,0.050328227571,False,False,projection_scale_repair_audit_not_endpoint
UGC08286,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,90.0,0.032307692308,False,False,projection_scale_repair_audit_not_endpoint
UGC08490,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,50.0,0.113978494624,False,False,projection_scale_repair_audit_not_endpoint
UGC08837,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,True,True,False,1.0,none,80.0,0.049930651872,False,False,projection_scale_repair_audit_not_endpoint
UGC11455,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,90.0,0.150127226463,False,False,projection_scale_repair_audit_not_endpoint
UGCA281,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,0.8,few_rotation_points,67.0,0.049295774648,False,False,projection_scale_repair_audit_not_endpoint
UGCA442,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_ACCEPTANCE_READY_RESIDUAL_BLIND,"manifest confidence, inclination, and distance/projection caveats pass",NO_PROJECTION_SCALE_REPAIR_REQUIRED,projection/scale gate is already clean,False,True,False,1.0,none,64.0,0.050574712644,False,False,projection_scale_repair_audit_not_endpoint
NGC0100,train,K_exponential_disk,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,REPAIRABLE_WITH_EXISTING_SCALE_SOURCE_PLUS_DISTANCE_AUDIT,S4G/SPARC scale source exists; distance/scale uncertainty still needs review,True,True,False,0.85,large_distance_error,89.0,0.3,False,False,projection_scale_repair_audit_not_endpoint
UGC05764,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,REPAIRABLE_WITH_EXISTING_SCALE_SOURCE_PLUS_DISTANCE_AUDIT,S4G/SPARC scale source exists; distance/scale uncertainty still needs review,True,True,False,0.85,large_distance_error,60.0,0.299866131191,False,False,projection_scale_repair_audit_not_endpoint
UGC05918,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,REPAIRABLE_WITH_EXISTING_SCALE_SOURCE_PLUS_DISTANCE_AUDIT,S4G/SPARC scale source exists; distance/scale uncertainty still needs review,True,True,False,0.85,large_distance_error,46.0,0.300261096606,False,False,projection_scale_repair_audit_not_endpoint
UGC06446,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,REPAIRABLE_WITH_EXISTING_SCALE_SOURCE_PLUS_DISTANCE_AUDIT,S4G/SPARC scale source exists; distance/scale uncertainty still needs review,True,True,False,0.85,large_distance_error,51.0,0.3,False,False,projection_scale_repair_audit_not_endpoint
UGC07125,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,REPAIRABLE_WITH_EXISTING_SCALE_SOURCE_PLUS_DISTANCE_AUDIT,S4G/SPARC scale source exists; distance/scale uncertainty still needs review,True,True,False,0.85,large_distance_error,90.0,0.29797979798,False,False,projection_scale_repair_audit_not_endpoint
UGC07690,train,K_scale_tail_spiral,ACQUISITION_REQUIRED,source_acquisition_or_review_queue,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,REPAIRABLE_WITH_EXISTING_SCALE_SOURCE_PLUS_DISTANCE_AUDIT,S4G/SPARC scale source exists; distance/scale uncertainty still needs review,True,True,False,0.65,few_rotation_points;large_distance_error,41.0,0.299630086313,False,False,projection_scale_repair_audit_not_endpoint
DDO064,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,NEEDS_DISTANCE_SCALE_SOURCE,distance/scale quality is blocking and no S4G scale source is ready,False,True,False,0.85,large_distance_error,60.0,0.3,False,False,projection_scale_repair_audit_not_endpoint
F583-1,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,NEEDS_DISTANCE_SCALE_SOURCE,distance/scale quality is blocking and no S4G scale source is ready,False,True,False,0.85,large_distance_error,63.0,0.25,False,False,projection_scale_repair_audit_not_endpoint
UGC02455,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,NEEDS_DISTANCE_SCALE_SOURCE,distance/scale quality is blocking and no S4G scale source is ready,False,True,False,0.85,large_distance_error,51.0,0.300578034682,False,False,projection_scale_repair_audit_not_endpoint
UGC02953,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,NEEDS_DISTANCE_SCALE_SOURCE,distance/scale quality is blocking and no S4G scale source is ready,False,True,False,0.85,large_distance_error,50.0,0.3,False,False,projection_scale_repair_audit_not_endpoint
UGC03546,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,NEEDS_DISTANCE_SCALE_SOURCE,distance/scale quality is blocking and no S4G scale source is ready,False,True,False,0.85,large_distance_error,55.0,0.250871080139,False,False,projection_scale_repair_audit_not_endpoint
UGC04325,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,NEEDS_DISTANCE_SCALE_SOURCE,distance/scale quality is blocking and no S4G scale source is ready,False,True,False,0.85,large_distance_error,41.0,0.3,False,False,projection_scale_repair_audit_not_endpoint
UGC06786,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,NEEDS_DISTANCE_SCALE_SOURCE,distance/scale quality is blocking and no S4G scale source is ready,False,True,False,0.85,large_distance_error,64.0,0.249829351536,False,False,projection_scale_repair_audit_not_endpoint
UGC06787,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,NEEDS_DISTANCE_SCALE_SOURCE,distance/scale quality is blocking and no S4G scale source is ready,False,True,False,0.85,large_distance_error,66.0,0.249765258216,False,False,projection_scale_repair_audit_not_endpoint
UGC07323,train,K_exponential_disk,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error,NEEDS_DISTANCE_SCALE_SOURCE,distance/scale quality is blocking and no S4G scale source is ready,False,True,False,0.85,large_distance_error,47.0,0.3,False,False,projection_scale_repair_audit_not_endpoint
F567-2,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,low_inclination,NEEDS_INCLINATION_PROJECTION_REVIEW,requires residual-blind inclination/projection audit,False,True,False,0.6000000000000001,few_rotation_points;low_inclination,20.0,0.149367088608,False,False,projection_scale_repair_audit_not_endpoint
F574-2,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,low_inclination,NEEDS_INCLINATION_PROJECTION_REVIEW,requires residual-blind inclination/projection audit,False,True,False,0.6000000000000001,few_rotation_points;low_inclination,30.0,0.1,False,False,projection_scale_repair_audit_not_endpoint
UGC02487,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,low_inclination,NEEDS_INCLINATION_PROJECTION_REVIEW,requires residual-blind inclination/projection audit,False,True,False,0.8,low_inclination,36.0,0.150506512301,False,False,projection_scale_repair_audit_not_endpoint
UGC05253,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error;low_inclination,NEEDS_INCLINATION_PROJECTION_REVIEW,requires residual-blind inclination/projection audit,False,True,False,0.65,low_inclination;large_distance_error,37.0,0.249781659389,False,False,projection_scale_repair_audit_not_endpoint
UGC06614,train,K_compact_finite,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,low_inclination,NEEDS_INCLINATION_PROJECTION_REVIEW,requires residual-blind inclination/projection audit,False,True,False,0.8,low_inclination,36.0,0.1,False,False,projection_scale_repair_audit_not_endpoint
UGC06628,train,K_scale_tail_spiral,CAUTION_READY_PROXY_SUPPORTED,support_lane_projection_caveat,PROJECTION_BLOCKED_RESIDUAL_BLIND_CAVEAT,large_distance_error;low_inclination;low_manifest_confidence,NEEDS_INCLINATION_PROJECTION_REVIEW,requires residual-blind inclination/projection audit,True,True,False,0.45,few_rotation_points;low_inclination;large_distance_error,20.0,0.3,False,False,projection_scale_repair_audit_not_endpoint
